book_id,authors,title,Genres
377,Neil Gaiman,Stardust,Fantasy;Romance
378,Jhumpa Lahiri,The Namesake,Drama
379,Deborah Harkness,"A Discovery of Witches (All Souls Trilogy, #1)",Fantasy;Romance;Fiction
380,"Haruki Murakami, Jay Rubin",Norwegian Wood,Drama;Erotic
381,Billie Letts,Where the Heart Is,Drama;Romance
382,"John Green, David Levithan","Will Grayson, Will Grayson",Fiction;Kids;Romance
383,James Frey,A Million Little Pieces,Thriller
384,Richelle Mead,"Frostbite (Vampire Academy, #2)",Thriller;Erotic
385,Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking,Self-Help
386,Scott O'Dell,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Kids
387,"Arthur Miller, Christopher Bigsby",The Crucible,Drama
388,Gary Paulsen,"Hatchet (Brian's Saga, #1)",Classic;Fiction
389,Brandon Sanderson,"The Final Empire (Mistborn, #1)",Fantasy;Fiction
390,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",The Strange Case of Dr. Jekyll and Mr. Hyde,Kids;Horror;Thriller;Fiction
391,Dr. Seuss,The Lorax,Kids
392,Jeff Kinney,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Kids;Drama
393,Sarah J. Maas,"Throne of Glass (Throne of Glass, #1)",Fiction;Romance
394,Richelle Mead,"Shadow Kiss (Vampire Academy, #3)",Fantasy;Erotic
395,Ernest Hemingway,For Whom the Bell Tolls,History;Drama
396,Jamie Ford,Hotel on the Corner of Bitter and Sweet,History;Fiction
397,"Patrick Süskind, John E. Woods",Perfume: The Story of a Murderer,Drama;Fiction
398,Eric Schlosser,Fast Food Nation: The Dark Side of the All-American Meal,Academic
399,J.K. Rowling,The Tales of Beedle the Bard,Kids;Fantasy;Fiction
400,William Gibson,Neuromancer,Fantasy
401,Ernest Hemingway,A Farewell to Arms,History;Fantasy
402,Edgar Allan Poe,The Tell-Tale Heart and Other Writings,Horror;Fiction
403,"Sun Tzu, Thomas Cleary",The Art of War,Self-Help;Fiction
404,William Landay,Defending Jacob,Thriller;Fiction
405,Kurt Vonnegut Jr.,Breakfast of Champions,History;Classic
406,Betty Edwards,The New Drawing on the Right Side of the Brain,Academic
407,Ann Patchett,Bel Canto,Thriller
408,Jared Diamond,"Guns, Germs, and Steel: The Fates of Human Societies",Academic
409,Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,Fiction
410,Chinua Achebe,"Things Fall Apart (The African Trilogy, #1)",Academic;History
411,Sophie Kinsella,The Undomestic Goddess,Kids
412,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,History;Self-Help
413,Alexandre Dumas,The Three Musketeers,Classic;Kids
414,Chris Cleave,Little Bee,Fiction
415,Alyson Noel,"Evermore (The Immortals, #1)",Fantasy;Fiction
416,"Roald Dahl, Quentin Blake",The Witches,Kids;Fantasy
417,Diane Setterfield,The Thirteenth Tale,Thriller;Fiction
418,Richelle Mead,"Spirit Bound (Vampire Academy, #5)",Romance;Fantasy;Erotic
419,Richelle Mead,"Blood Promise (Vampire Academy, #4)",Romance;Erotic;Fantasy
420,Nicholas Sparks,Message in a Bottle,Romance;Drama
421,Paula McLain,The Paris Wife,Fiction
422,J.K. Rowling,"Harry Potter Boxset (Harry Potter, #1-7)",Fantasy;Kids
423,Kiera Cass,"The Elite (The Selection, #2)",Fiction;Kids
424,"Umberto Eco, William Weaver, Seán Barrett",The Name of the Rose,History;Fiction
425,"Beatrice Sparks, Anonymous",Go Ask Alice,Self-Help;Fiction
426,"John Kennedy Toole, Walker Percy",A Confederacy of Dunces,Drama
427,Oscar Wilde,The Importance of Being Earnest,Fiction;Classic
428,Rick Riordan,"The Mark of Athena (The Heroes of Olympus, #3)",Fantasy
429,Terry Pratchett,"The Color of Magic (Discworld, #1; Rincewind #1)",Fantasy;Comedy
430,"Haruki Murakami, Philip Gabriel",Kafka on the Shore,Fantasy
431,Thomas Harris,"Red Dragon (Hannibal Lecter, #1)",Horror;Fiction
432,Isaac Asimov,"I, Robot (Robot #0.1)",Fiction;Fantasy
433,J.R. Ward,"Dark Lover (Black Dagger Brotherhood, #1)",Fiction;Romance
434,Becca Fitzpatrick,"Crescendo (Hush, Hush, #2)",Romance;Fiction
435,Lauren Oliver,Before I Fall,Romance;Kids;Drama
436,Arundhati Roy,The God of Small Things,Fiction
437,Sue Monk Kidd,The Invention of Wings,History;Biography
438,Liane Moriarty,What Alice Forgot,Fiction;Self-Help
439,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",A Brief History of Time,Academic;Fiction
440,Ken Follett,"Fall of Giants (The Century Trilogy, #1)",History
441,Stephen King,Under the Dome,Fantasy;Fiction
442,Neal Stephenson,Snow Crash,Fantasy
443,Sarah Dessen,Just Listen,Fiction;Self-Help
444,"A.A. Milne, Ernest H. Shepard","Winnie-the-Pooh (Winnie-the-Pooh, #1)",Kids;Comedy
445,S.J. Watson,Before I Go to Sleep,Thriller
446,Arthur Conan Doyle,A Study in Scarlet,Thriller
447,Christopher Paolini,"Brisingr (The Inheritance Cycle, #3)",Fantasy
448,Rick Warren,The Purpose Driven Life: What on Earth Am I Here for?,Self-Help;History
449,"P.C. Cast, Kristin Cast","Betrayed (House of Night, #2)",Erotic
450,Jim Butcher,"Storm Front (The Dresden Files, #1)",Fiction;Fantasy
451,"Jane Austen, Alfred MacAdam",Northanger Abbey,Classic;Romance
452,Rick Yancey,"The 5th Wave (The 5th Wave, #1)",Fiction
453,Charles Frazier,Cold Mountain,Drama;Romance
454,"Laura Joffe Numeroff, Felicia Bond",If You Give a Mouse a Cookie,Kids
455,Emily Giffin,"Something Blue (Darcy & Rachel, #2)",Fiction;Romance
456,Tennessee Williams,A Streetcar Named Desire,Romance;Drama
457,Elizabeth Kostova,The Historian,Horror;Fiction
458,Emily St. John Mandel,Station Eleven,Fantasy
459,"Fredrik Backman, Henning Koch",A Man Called Ove,Drama
460,Cassandra Clare,"Clockwork Princess (The Infernal Devices, #3)",Romance;Fantasy
461,Pearl S. Buck,"The Good Earth (House of Earth, #1)",Classic;Fiction
462,John Berger,Ways of Seeing,Academic;Fiction
463,Diana Gabaldon,"Dragonfly in Amber (Outlander, #2)",History;Romance
464,Anonymous,Holy Bible: King James Version,Self-Help
465,Jennifer Weiner,In Her Shoes,Drama;Comedy
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",The Hobbit: Graphic Novel,Classic;Fiction
467,Junot Díaz,The Brief Wondrous Life of Oscar Wao,Fiction;Self-Help
468,Zora Neale Hurston,Their Eyes Were Watching God,Fiction
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",Fantastic Beasts and Where to Find Them,Kids;Fantasy
470,"Malala Yousafzai, Christina Lamb",I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Biography
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Mansfield Park,Classic
472,Viktor E. Frankl,Man's Search for Meaning,Self-Help;Fiction
473,Tana French,"In the Woods (Dublin Murder Squad, #1)",Thriller
474,Richard Dawkins,The God Delusion,Academic;Fiction
475,Gayle Forman,"Where She Went (If I Stay, #2)",Drama;Romance
476,John Irving,The World According to Garp,Comedy;Fiction
477,Lee Child,"Killing Floor (Jack Reacher, #1)",Thriller
478,"Daniel Defoe, Gerald McCann, Virginia Woolf",Robinson Crusoe,History;Fiction;Classic
479,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",The Prince,History
480,Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",Fantasy
481,Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",Fantasy;Fiction
482,Kathleen Grissom,The Kitchen House,History;Fiction
483,J.D. Salinger,Franny and Zooey,Fiction
484,Chuck Palahniuk,Choke,Erotic;Fiction
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov,Fiction;Academic
486,Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",Fantasy;Fiction
487,Michael Crichton,The Andromeda Strain,Thriller;Fiction
488,Stephen King,The Green Mile,Fantasy
489,Kahlil Gibran,The Prophet,Poetry
490,Art Spiegelman,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",History
491,"P.C. Cast, Kristin Cast","Untamed (House of Night, #4)",Erotic;Fantasy
492,Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",Fiction
493,C.S. Lewis,Mere Christianity,Self-Help;Fiction
494,Donna Tartt,The Secret History,Fiction
495,Dave Eggers,A Heartbreaking Work of Staggering Genius,Biography
496,Jean M. Auel,"The Clan of the Cave Bear (Earth's Children, #1)",Romance;Fiction
497,Anna Sewell,Black Beauty,Kids;Classic
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",War and Peace,History
499,Bret Easton Ellis,American Psycho,Thriller;Horror
500,Meg Cabot,"The Princess Diaries (The Princess Diaries, #1)",Romance;Drama
501,Alexander McCall Smith,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Thriller;Drama
502,"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 01: Days Gone Bye",Thriller;Drama
503,Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)",Fantasy
504,Francine Rivers,Redeeming Love,Romance;Drama
505,"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)",Drama
506,Kiera Cass,"The One (The Selection, #3)",Romance
507,Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Fantasy;Thriller;Romance
508,Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,Biography
509,Sophie Kinsella,Remember Me?,Romance;Drama
510,Robert Jordan,"The Great Hunt (Wheel of Time, #2)",Fantasy;Drama
511,Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)",Fiction;Thriller;Drama
512,Edgar Allan Poe,The Complete Stories and Poems,Poetry;Fiction
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Biography
514,Arthur Conan Doyle,The Adventures of Sherlock Holmes,Fiction;Thriller;Drama
515,Pat Conroy,The Prince of Tides,Romance;Drama
516,Michael Chabon,The Amazing Adventures of Kavalier & Clay,Fiction
517,Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",Romance;Fiction
518,"J.M. Barrie, Michael Hague",Peter Pan,Kids;Fantasy;Fiction
519,Scott Westerfeld,"Pretties (Uglies, #2)",Drama;Fiction
520,"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle,Fiction
521,Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Thriller;Fiction
522,David Mitchell,Cloud Atlas,Drama;Fantasy;Fiction
523,Tim O'Brien,The Things They Carried,Fiction;Drama
524,Banksy,Wall and Piece,Biography;Drama
525,Lauren Oliver,"Pandemonium (Delirium, #2)",Fiction;Romance
526,Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)",Thriller;Fiction;
527,Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",Fantasy;Fiction;Romance
528,Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",Fantasy;Fiction
529,"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,Kids;Fantasy;Fiction;Drama
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,Drama;Fiction
531,"Unknown, Seamus Heaney",Beowulf,Poetry;Drama
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,Fiction;Drama
533,Harper Lee,Go Set a Watchman,Fiction
534,David Sedaris,When You Are Engulfed in Flames,Biography;History
535,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Fantasy;Fiction
536,Victoria Aveyard,"Red Queen (Red Queen, #1)",Romance;Fiction;Fantasy
537,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,Self-Help
538,John Berendt,Midnight in the Garden of Good and Evil,Thriller;Fiction
539,Colleen Hoover,"Hopeless (Hopeless, #1)",Romance;Fiction
540,"Frances Hodgson Burnett, Nancy Bond",A Little Princess,Kids;Fiction
541,Sarah Dessen,The Truth About Forever,Romance;Kids
542,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",Fantasy;Kids;Fiction
543,Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",Fantasy;Fiction;Thriller
544,"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",Kids;Fiction
545,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,Kids;Fiction
546,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Fiction;Self-Help
547,"H.G. Wells, Arthur C. Clarke",The War of the Worlds,Fiction
548,Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",Kids;Fiction
549,Don Freeman,Corduroy,Kids
550,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,Academic
551,Kate Atkinson,Life After Life,History;Fiction
552,Nicholas Sparks,The Rescue,Romance;Fiction
553,Stephen King,Needful Things,Horror;Thriller
554,Diana Gabaldon,"Voyager (Outlander, #3)",History;Fantasy;Fiction
555,"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",Drama;Fiction
556,Stephen King,Cujo,Horror;Thriller
557,Jeffrey Eugenides,The Virgin Suicides,Drama
558,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",Fantasy;Romance
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,Romance;Fiction
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,Classic
561,"Norton Juster, Jules Feiffer",The Phantom Tollbooth,Fantasy
562,Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",Fantasy;Fiction
563,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",Fantasy;Romance
564,Ned Vizzini,It's Kind of a Funny Story,Kids;Fiction
565,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",Fantasy;Fiction
566,Jojo Moyes,"After You (Me Before You, #2)",Romance;Fiction
567,Vanessa Diffenbaugh,The Language of Flowers,Romance;Fiction
568,"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",Fantasy;Fiction
569,James Patterson,"The Angel Experiment (Maximum Ride, #1)",Fiction;Fantasy
570,Nick Hornby,High Fidelity,Fiction;Romance
571,Nicholas Sparks,The Guardian,Romance;Kids;Fiction
572,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",Fiction;Thriller
573,John Gray,"Men Are from Mars, Women Are from Venus",Self-Help
574,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,Biography
575,Michael Crichton,Timeline,Fiction;History
576,Voltaire,Candide,Drama;Fiction
577,Natalie Babbitt,Tuck Everlasting,Drama;Romance;Fiction
578,"Stephen King, Marie Milpois",Christine,Horror;Fiction
579,P.D. Eastman,Are You My Mother?,Kids;Fiction
580,E.H. Gombrich,The Story of Art,Academic;History
581,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",SciFi;Romance;Young-Age
582,Robert T. Kiyosaki,"Rich Dad, Poor Dad",Self-Help
583,Becca Fitzpatrick,"Silence (Hush, Hush, #3)",Fantasy;Young-Age
584,Lev Grossman,The Magicians (The Magicians #1),Fantasy
585,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",Thriller;Fantasy;Horror;Drama;Crime
586,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",Kids;Fantasy
587,Jonathan Safran Foer,Everything Is Illuminated,History;Fiction
588,Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",Thriller;Drama
589,Tammara Webber,"Easy (Contours of the Heart, #1)",Kids;Romance
590,"Charles Dickens, Jeremy Tambling",David Copperfield,Classic;Kids;Drama;Romance
591,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,Young-Age
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,Drama;History
593,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",Classic;Fiction
594,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,Kids;Fiction
595,John Knowles,A Separate Peace,Fantasy;Classic
596,John Grisham,The Rainmaker,Thriller;Fiction
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,Classic;Drama
598,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",Fantasy
599,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",SciFi;Drama
600,Lauren Kate,"Torment (Fallen, #2)",Young-Age;Fantasy
601,Beatrix Potter,The Tale of Peter Rabbit,Kids
602,"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)",Kids;Fantasy;Fiction
603,Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",Fantasy;Fiction
604,Susanna Kaysen,"Girl, Interrupted",Biography
605,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",Biography
606,"Richard Bach, Russell Munson",Jonathan Livingston Seagull,Self-Help
607,Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",Fantasy;Fiction
608,"Robert Munsch, Sheila McGraw",Love You Forever,Fiction
609,Stephen King,Cell,Horror;Fiction
610,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,History;Biography
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe),Fantasy
612,Stephen King,"The Drawing of the Three (The Dark Tower, #2)",Fantasy;Horror
613,Kate Morton,The Forgotten Garden,Domestic;History
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial,Fiction;Drama
615,Sarah Dessen,This Lullaby,Kids;Romance;Fiction;Young-Age
616,Jodi Picoult,Plain Truth,Fantasy;Fiction
617,Piper Kerman,Orange Is the New Black,Biography
618,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,Thriller
619,Daniel Kahneman,"Thinking, Fast and Slow",Self-Help
620,Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)",Fantasy;History
621,Judy Blume,"Are You There God? It's Me, Margaret",Drama;Young-Age
622,Nicholas Sparks,Nights in Rodanthe,Romance;Drama
623,Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Thriller;Horror;Crime
624,Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",Fantasy;Fiction;Romance
625,Chris Bohjalian,Midwives,Fiction
626,Chris Van Allsburg,The Polar Express,Kids;Fiction
627,"Jon Scieszka, Lane Smith",The True Story of the 3 Little Pigs,Kids;Fiction
628,Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)",Thriller;Fiction
629,"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die,Fiction;Thriller;Self-Help
630,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",Biography
631,Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",Fantasy;Fiction;Romance
632,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",Romance;Young-Age
633,Robert A. Heinlein,Starship Troopers,Classic;SciFi
634,Sophie Kinsella,I've Got Your Number,Drama;Comedy
635,"Jostein Gaarder, Paulette Møller",Sophie's World,Fiction
636,Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Romance;Fantasy;Fiction
637,Ray Bradbury,The Martian Chronicles,Horror;SciFi
638,Jennifer Egan,A Visit from the Goon Squad,Psychological
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,Kids;Classic
640,Michael Crichton,Prey,Thriller;SciFi
641,C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",Fantasy;Kids
642,Ken Follett,"World Without End (The Kingsbridge Series, #2)",History;Fiction
643,"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)",Fantasy;Thriller;Fiction
644,Colleen Hoover,"Slammed (Slammed, #1)",Romance;Fiction
645,Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Kids;Fantasy;Romance
646,"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales,Poetry;Fiction
647,Emily Giffin,Baby Proof,Romance;Drama;Domestic
648,Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",Fantasy
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84,History;Fiction
650,Harriet Beecher Stowe,Uncle Tom's Cabin,Classic;Fiction
651,"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera,Horror;Romance
652,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",Fantasy;Fiction;Romance
653,"José Saramago, Giovanni Pontiero",Blindness,Horror;Fiction
654,Jonathan Franzen,Freedom,Domestic
655,Ally Condie,"Crossed (Matched, #2)",Drama;Romance
656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Young-Age;Thriller
657,Aravind Adiga,The White Tiger,Fiction;Drama
658,Jonathan Franzen,The Corrections,Domestic
659,Barack Obama,Dreams from My Father: A Story of Race and Inheritance,Biography
660,Michael Crichton,Congo,Thriller;Fiction
661,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",Kids
662,Jhumpa Lahiri,Interpreter of Maladies,Classic;Academic
663,Howard Zinn,A People's History of the United States,History;Academic
664,Truman Capote,Breakfast at Tiffany's,Classic;Fiction
665,Justin Cronin,"The Passage (The Passage, #1)",Horror;SciFi;Fantasy
666,Neil Gaiman,Anansi Boys,Fantasy
667,Sarah Dessen,Along for the Ride,Young-Age;Romance;Drama
668,Celeste Ng,Everything I Never Told You,Fiction
669,"Isabel Allende, Magda Bogin",The House of the Spirits,Biography
670,Stephen King,The Dead Zone,Horror;Thriller
671,"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)",Classic;Thriller
672,Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)",Classic;Thriller
673,Chimamanda Ngozi Adichie,Americanah,Fiction
674,James Patterson,Suzanne's Diary for Nicholas,Romance;Fiction
675,Stephen King,Firestarter,Horror;Thriller;SciFi
676,Sylvia Day,"Entwined with You (Crossfire, #3)",Erotic;Romance
677,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Biography;History
678,Gabrielle Zevin,The Storied Life of A.J. Fikry,Drama;Psychological
679,Ludwig Bemelmans,Madeline,Kids;Fiction
680,Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,Self-Help;Fiction
681,"Laura Ingalls Wilder, Garth Williams","Little House in the Big Woods (Little House, #1)",Kids;History;Fiction
682,Susanna Clarke,Jonathan Strange & Mr Norrell,Fiction;History
683,Nicholas Sparks,A Bend in the Road,Romance;Psychological
684,Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",Fantasy;Young-Age
685,Michael  Grant,"Gone (Gone, #1)",Horror;SciFi;Thriller
686,Nicholas Sparks,"The Wedding (The Notebook, #2)",Romance;Fiction
687,David McCullough,1776,History
688,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,History
689,Jess Walter,Beautiful Ruins,Romance;History;Fiction
690,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Biography
691,Stephen King,On Writing: A Memoir of the Craft,Biography
692,Kristin Hannah,"Firefly Lane (Firefly Lane, #1)",Romance;Fiction
693,Michael Crichton,Sphere,Thriller;Fiction
694,Emily Giffin,Love the One You're With,Romance;Fiction
695,"Robert Galbraith, J.K. Rowling","The Silkworm (Cormoran Strike, #2)",Thriller;Crime
696,Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)",Horror;Fantasy
697,Ann Patchett,State of Wonder,Fiction;Drama
698,Matthew Quick,The Silver Linings Playbook,Comedy;Drama;Fiction
699,"Jules Verne, Anthony Bonner",Twenty Thousand Leagues Under the Sea,Fiction;Drama
700,Philippa Gregory,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",History;Fiction
701,"Virginia Woolf, Maureen Howard",Mrs. Dalloway,Fiction
702,"Jonas Jonasson, Rod Bradbury",The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Fiction
703,Stephen King,Bag of Bones,Fiction
704,John Irving,The Cider House Rules,Fiction
705,"Richard Bachman, Stephen King",Thinner,Horror
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",Around the World in Eighty Days,Thriller;Fiction
707,Sharon Creech,Walk Two Moons,Young-Age
708,"Paulo Coelho, Margaret Jull Costa",Eleven Minutes,Erotic;Fiction
709,J.D. Salinger,Nine Stories,Drama;
710,Julie Powell,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Biography
711,Neal Shusterman,"Unwind (Unwind, #1)",Drama;Thriller;Fiction
712,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",History;Fiction
713,Marie Lu,"Prodigy (Legend, #2)",Young-Age;Romance;Fiction
714,William Shakespeare,King Lear,Classic;Drama
715,Arthur Miller,Death of a Salesman,Classic;Academic
716,Nicholas Sparks,The Choice,Romance;Fiction
717,Kate Egan,The Hunger Games: Official Illustrated Movie Companion,SciFi;Drama
718,William Faulkner,The Sound and the Fury,Classic;Fiction
719,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,Self-Help
720,Tite Kubo,"Bleach, Volume 01",Fantasy;Fiction
721,Allie Brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Comedy;Biography
722,Robert Jordan,"The Shadow Rising (Wheel of Time, #4)",Fantasy;Fiction
723,Gregory David Roberts,Shantaram,Fiction;Biography;Crime
724,Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)",Fantasy;Fiction;Romance
725,"Stephen King, Ned Dameron","The Waste Lands (The Dark Tower, #3)",Fantasy;Horror;SciFi
726,Jeffery Deaver,"The Bone Collector (Lincoln Rhyme, #1)",Thriller;Crime
727,"Bernhard Schlink, Carol Brown Janeway",The Reader,History
728,"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",Kids;Fiction
729,Dan Simmons,"Hyperion (Hyperion Cantos, #1)",SciFi
730,John Steinbeck,The Pearl,Fiction
731,William Peter Blatty,The Exorcist,Horror
732,Stephenie Meyer,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Kids;Fantasy;Fiction;Romance
733,David Guterson,Snow Falling on Cedars,Fiction;Thriller
734,Alex Haley,Roots: The Saga of an American Family,History;Fiction
735,"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke,Comedy;Fiction
736,Ralph Ellison,Invisible Man,Thriller;Drama
737,Ishmael Beah,A Long Way Gone: Memoirs of a Boy Soldier,Biography
738,Robert C. O'Brien,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Classic;Kids
739,Stephen King,Different Seasons,Horror;Comedy;Fiction;Fantasy
740,"Laura Ingalls Wilder, Garth Williams","The Little House Collection (Little House, #1-9)",Classic;Kids
741,Melissa Bank,The Girls' Guide to Hunting and Fishing,Fiction;Romance
